candidate_turn_id,session_id_hash,student_id_hash,problem_id_hash,is_cp_related,is_substantial_turn,context_sufficiency,rough_bridge_family,surface_anchor,help_seeking_type,likely_slice,candidate_for_deep_annotation,exclusion_reason,privacy_review_status,consent_eligibility,candidate_selection_reason,screening_confidence,screened_by,notes
rs_screen_20260519_118,sess_e7f8e6ca898d22da,stu_4b2d444c6851750d,prob_08af834e8fc24af1,yes,yes,sufficient,debugging_bridge,debugging trace,debugging,main_scaffold_eval,no,not_selected_for_30_case_deep_sample,pending,pending,,high,auto_screen_v1_20260519,Auto-filled from own online AIChat read-only database; screening labels require human review before reporting.
rs_screen_20260519_119,sess_0b3555537cdfae57,stu_a449c196f0b55660,prob_6c0f2684dca7c19f,yes,yes,sufficient,debugging_bridge,debugging trace,debugging,main_eval_with_caution,no,not_selected_for_30_case_deep_sample,pending,pending,,high,auto_screen_v1_20260519,Auto-filled from own online AIChat read-only database; screening labels require human review before reporting.
rs_screen_20260519_120,sess_98868ffff72ab840,stu_b531e3ef57c1904a,prob_068410236aed77d1,yes,yes,sufficient,implementation_bridge,implementation boundary,implementation,main_scaffold_eval,no,not_selected_for_30_case_deep_sample,pending,pending,,medium,auto_screen_v1_20260519,Auto-filled from own online AIChat read-only database; screening labels require human review before reporting.
rs_screen_20260519_121,sess_98868ffff72ab840,stu_b531e3ef57c1904a,prob_068410236aed77d1,yes,yes,sufficient,data_structure_bridge,tree / graph traversal,conceptual_hint,main_scaffold_eval,no,not_selected_for_30_case_deep_sample,pending,pending,,medium,auto_screen_v1_20260519,Auto-filled from own online AIChat read-only database; screening labels require human review before reporting.
rs_screen_20260519_122,sess_98868ffff72ab840,stu_b531e3ef57c1904a,prob_068410236aed77d1,yes,yes,partial,debugging_bridge,debugging trace,debugging,main_eval_with_caution,no,not_selected_for_30_case_deep_sample,pending,pending,,high,auto_screen_v1_20260519,Auto-filled from own online AIChat read-only database; screening labels require human review before reporting.
rs_screen_20260519_123,sess_0c854979d95e2c77,stu_b531e3ef57c1904a,prob_068410236aed77d1,yes,yes,sufficient,aggregation_contribution_bridge,prefix/difference contribution,conceptual_hint,main_scaffold_eval,no,not_selected_for_30_case_deep_sample,pending,pending,,medium,auto_screen_v1_20260519,Auto-filled from own online AIChat read-only database; screening labels require human review before reporting.
rs_screen_20260519_124,sess_0c854979d95e2c77,stu_b531e3ef57c1904a,prob_068410236aed77d1,yes,yes,sufficient,implementation_bridge,implementation boundary,implementation,main_scaffold_eval,no,not_selected_for_30_case_deep_sample,pending,pending,,medium,auto_screen_v1_20260519,Auto-filled from own online AIChat read-only database; screening labels require human review before reporting.
rs_screen_20260519_125,sess_0c854979d95e2c77,stu_b531e3ef57c1904a,prob_068410236aed77d1,yes,yes,sufficient,implementation_bridge,implementation boundary,implementation,main_scaffold_eval,no,not_selected_for_30_case_deep_sample,pending,pending,,medium,auto_screen_v1_20260519,Auto-filled from own online AIChat read-only database; screening labels require human review before reporting.
rs_screen_20260519_126,sess_0c854979d95e2c77,stu_b531e3ef57c1904a,prob_068410236aed77d1,yes,yes,sufficient,implementation_bridge,implementation boundary,implementation,main_scaffold_eval,no,not_selected_for_30_case_deep_sample,pending,pending,,medium,auto_screen_v1_20260519,Auto-filled from own online AIChat read-only database; screening labels require human review before reporting.
rs_screen_20260519_127,sess_0c854979d95e2c77,stu_b531e3ef57c1904a,prob_068410236aed77d1,yes,yes,sufficient,implementation_bridge,implementation boundary,implementation,main_scaffold_eval,no,not_selected_for_30_case_deep_sample,pending,pending,,medium,auto_screen_v1_20260519,Auto-filled from own online AIChat read-only database; screening labels require human review before reporting.
rs_screen_20260519_128,sess_de2c608487afd169,stu_b531e3ef57c1904a,prob_fa553d91fa389419,yes,yes,partial,predicate_check_bridge,binary-search check,conceptual_hint,main_scaffold_eval,no,not_selected_for_30_case_deep_sample,pending,pending,,high,auto_screen_v1_20260519,Auto-filled from own online AIChat read-only database; screening labels require human review before reporting.
rs_screen_20260519_129,sess_8f8c36fa382ff74a,stu_b531e3ef57c1904a,prob_fa553d91fa389419,yes,yes,partial,predicate_check_bridge,binary-search check,conceptual_hint,main_scaffold_eval,no,not_selected_for_30_case_deep_sample,pending,pending,,high,auto_screen_v1_20260519,Auto-filled from own online AIChat read-only database; screening labels require human review before reporting.
rs_screen_20260519_130,sess_10e5bcd14afcef79,stu_b531e3ef57c1904a,prob_fa553d91fa389419,yes,yes,partial,predicate_check_bridge,binary-search check,conceptual_hint,main_scaffold_eval,no,not_selected_for_30_case_deep_sample,pending,pending,,high,auto_screen_v1_20260519,Auto-filled from own online AIChat read-only database; screening labels require human review before reporting.
rs_screen_20260519_131,sess_1dbbf571e19976a6,stu_3c07a7778ca0a3e7,prob_2913d926add3099c,yes,yes,sufficient,implementation_bridge,implementation boundary,implementation,main_scaffold_eval,no,not_selected_for_30_case_deep_sample,pending,pending,,medium,auto_screen_v1_20260519,Auto-filled from own online AIChat read-only database; screening labels require human review before reporting.
rs_screen_20260519_132,sess_263f8339f72205f1,stu_3c07a7778ca0a3e7,prob_c109a008afeeb06d,yes,yes,sufficient,implementation_bridge,implementation boundary,implementation,main_scaffold_eval,no,not_selected_for_30_case_deep_sample,pending,pending,,medium,auto_screen_v1_20260519,Auto-filled from own online AIChat read-only database; screening labels require human review before reporting.
rs_screen_20260519_133,sess_1f7961d1a888a4c1,stu_3c07a7778ca0a3e7,prob_c109a008afeeb06d,yes,yes,sufficient,implementation_bridge,implementation boundary,implementation,main_scaffold_eval,no,not_selected_for_30_case_deep_sample,pending,pending,,medium,auto_screen_v1_20260519,Auto-filled from own online AIChat read-only database; screening labels require human review before reporting.
rs_screen_20260519_134,sess_208a24fa735e855f,stu_2874c3bc5292937e,prob_c31ec95aba997a61,yes,yes,partial,unclear,conceptual hint request,conceptual_hint,main_eval_with_caution,no,not_selected_for_30_case_deep_sample,pending,pending,,low,auto_screen_v1_20260519,Auto-filled from own online AIChat read-only database; screening labels require human review before reporting.
rs_screen_20260519_135,sess_1f7961d1a888a4c1,stu_3c07a7778ca0a3e7,prob_c109a008afeeb06d,yes,yes,partial,implementation_bridge,implementation boundary,implementation,main_scaffold_eval,no,not_selected_for_30_case_deep_sample,pending,pending,,medium,auto_screen_v1_20260519,Auto-filled from own online AIChat read-only database; screening labels require human review before reporting.
rs_screen_20260519_136,sess_1e79a16c80f7a6a0,stu_b531e3ef57c1904a,prob_7b6b1dd38742edcd,yes,yes,sufficient,implementation_bridge,implementation boundary,implementation,main_scaffold_eval,no,not_selected_for_30_case_deep_sample,pending,pending,,medium,auto_screen_v1_20260519,Auto-filled from own online AIChat read-only database; screening labels require human review before reporting.
rs_screen_20260519_137,sess_1e79a16c80f7a6a0,stu_b531e3ef57c1904a,prob_7b6b1dd38742edcd,yes,yes,sufficient,boundary_order_bridge,boundary update order,conceptual_hint,main_scaffold_eval,no,not_selected_for_30_case_deep_sample,pending,pending,,high,auto_screen_v1_20260519,Auto-filled from own online AIChat read-only database; screening labels require human review before reporting.
